market_id,market_name,anomaly_trigger_time_utc,price_before,price_after,max_abs_move,score_magnitude,score_speed,score_persistence,score_unusualness,time_to_close_bonus,concentration_available,concentration_tier,concentration_red_flag,concentration_bonus,top1_wallet_share,top3_wallet_share,wallet_gini,concentration_reason,anomaly_score,observations,anomaly_class
593973,Will Bernie endorse Kshama Sawant for WA-09 by Nov 2 2026 ET?,2026-08-05T09:58:11Z,0.2395,0.05,0.1895,100.0,100.0,,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,100.0,325,strong
630833,Will an independent win the Montana Senate race in 2026?,2026-07-30T17:00:12Z,0.1185,0.2155,0.097,97.0,100.0,99.3,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,98.8,316,strong
629413,Will the Republicans win the Kansas governor race in 2026?,2026-07-25T14:00:10Z,0.695,0.805,0.11,100.0,100.0,83.3,96.1,0.0,False,unavailable,False,0.0,,,,no trades available for the window,95.9,335,strong
629691,Will the Republicans win the Texas governor race in 2026?,2026-07-31T00:00:22Z,0.9395,0.848,0.0915,91.5,100.0,93.3,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,95.7,325,strong
629412,Will the Democrats win the Kansas governor race in 2026?,2026-07-25T13:00:40Z,0.315,0.145,0.17,100.0,100.0,76.5,97.7,0.0,False,unavailable,False,0.0,,,,no trades available for the window,94.8,297,strong
664045,Will Mamdani freeze NYC rents before 2027?,2026-08-01T22:00:07Z,0.896,0.812,0.084,84.0,100.0,100.0,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,94.4,336,strong
593972,Will Bernie endorse James Talarico for TX-Sen by Nov 2 2026 ET?,2026-07-27T22:00:28Z,0.685,0.355,0.33,100.0,100.0,67.6,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,93.5,319,strong
629690,Will the Democrats win the Texas governor race in 2026?,2026-07-30T23:00:09Z,0.06,0.155,0.095,95.0,100.0,100.0,76.4,0.0,False,unavailable,False,0.0,,,,no trades available for the window,93.5,332,strong
634893,Will an independent win the Nebraska Senate race in 2026?,2026-07-23T22:00:13Z,0.3,0.215,0.085,85.0,100.0,91.2,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,93.0,333,strong
630832,Will the Republicans win the Montana Senate race in 2026?,2026-07-30T17:00:10Z,0.87,0.735,0.135,100.0,100.0,100.0,65.2,0.0,False,unavailable,False,0.0,,,,no trades available for the window,93.0,335,strong
593974,Will Bernie endorse Dan Osborn for NE-Sen by Nov 2 2026 ET?,2026-07-29T08:00:41Z,0.3375,0.0955,0.242,100.0,100.0,63.8,89.7,0.0,False,unavailable,False,0.0,,,,no trades available for the window,90.7,328,strong
567688,Netanyahu out by end of 2026?,2026-07-28T00:00:22Z,0.435,0.325,0.11,100.0,100.0,92.7,57.5,0.0,False,unavailable,False,0.0,,,,no trades available for the window,90.0,335,strong
629720,Will the Democrats win the Wisconsin governor race in 2026?,2026-08-04T21:00:17Z,0.52,0.39,0.13,100.0,100.0,72.4,69.4,0.0,False,unavailable,False,0.0,,,,no trades available for the window,88.4,303,strong
637910,Mitch McConnell steps down from Senate before his term ends?,2026-07-23T16:00:06Z,0.375,0.485,0.11,100.0,100.0,62.7,76.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,87.7,336,strong
629721,Will the Republicans win the Wisconsin governor race in 2026?,2026-08-05T03:00:15Z,0.475,0.56,0.085,85.0,100.0,100.0,57.8,0.0,False,unavailable,False,0.0,,,,no trades available for the window,86.3,317,strong
629707,Will the Democrats win the Vermont governor race in 2026?,2026-07-27T22:00:17Z,0.181,0.1,0.081,81.0,89.0,100.0,74.2,0.0,False,unavailable,False,0.0,,,,no trades available for the window,85.4,334,strong
630924,Will the Democrats win the South Carolina Senate race in 2026?,2026-07-23T21:00:22Z,0.175,0.105,0.07,70.0,100.0,95.2,81.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,84.7,323,medium
656313,OpenAI $1t+ IPO before 2027?,2026-07-31T23:00:10Z,0.08,0.36,0.28,100.0,100.0,58.6,63.6,0.0,False,unavailable,False,0.0,,,,no trades available for the window,84.4,335,medium
629666,Will the Democrats win the Tennessee governor race in 2026?,2026-08-02T05:00:07Z,0.0825,0.0155,0.067,67.0,100.0,78.4,100.0,0.0,False,unavailable,False,0.0,,,,no trades available for the window,84.1,335,medium
631044,Will the Democrats win the Florida Senate race in 2026?,2026-07-23T04:00:09Z,0.145,0.065,0.08,80.0,100.0,89.6,56.5,0.0,False,unavailable,False,0.0,,,,no trades available for the window,82.2,336,medium
629629,Will an independent win the Rhode Island governor race in 2026?,2026-07-27T00:00:05Z,0.0015,0.3145,0.313,100.0,100.0,16.1,87.7,0.0,False,unavailable,False,0.0,,,,no trades available for the window,80.8,335,medium
630925,Will the Republicans win the South Carolina Senate race in 2026?,2026-07-23T21:00:26Z,0.835,0.905,0.07,70.0,100.0,95.7,58.9,0.0,False,unavailable,False,0.0,,,,no trades available for the window,80.4,307,medium
665218,Israel and Saudi Arabia normalize relations before 2027?,2026-07-23T23:00:09Z,0.09,0.17,0.08,80.0,90.0,96.2,51.4,0.0,False,unavailable,False,0.0,,,,no trades available for the window,80.0,336,medium
630806,Will the Republicans win the Michigan Senate race in 2026?,2026-08-05T05:00:08Z,0.335,0.405,0.07,70.0,90.0,95.7,59.9,0.0,False,unavailable,False,0.0,,,,no trades available for the window,78.1,325,medium
629397,Will the Democrats win the Iowa governor race in 2026?,2026-07-22T19:00:04Z,0.605,0.655,0.05,50.0,90.0,100.0,71.8,0.0,False,unavailable,False,0.0,,,,no trades available for the window,74.4,335,medium
634976,Will Mary Peltola win the Alaska Senate race in 2026?,2026-08-01T23:00:10Z,0.605,0.525,0.08,80.0,80.0,91.7,37.3,0.0,False,unavailable,False,0.0,,,,no trades available for the window,73.8,333,medium
